City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
224,Lyngseidet,NO,2022-04-07 22:50:27,69.5763,20.2189,23.0,78,84,7.83,broken clouds
225,Tarrafal,CV,2022-04-07 22:50:27,15.2833,-23.7667,70.59,80,22,17.29,few clouds
226,Padang,ID,2022-04-07 22:50:28,-0.9492,100.3543,73.45,70,98,2.51,overcast clouds
227,Bilma,NE,2022-04-07 22:50:28,18.6853,12.9164,87.57,7,0,7.31,clear sky
228,Uvalde,US,2022-04-07 22:47:03,29.3669,-99.767,80.31,9,0,0.0,clear sky
229,Abu Samrah,SY,2022-04-07 22:50:29,35.3029,37.1841,60.76,52,99,5.28,overcast clouds
230,Turayf,SA,2022-04-07 22:50:29,31.6725,38.6637,70.05,32,0,4.61,clear sky
231,Pokhara,NP,2022-04-07 22:50:30,28.2333,83.9833,69.53,45,26,5.64,scattered clouds
232,Yovon,TJ,2022-04-07 22:50:31,38.3141,69.0378,62.28,45,39,8.3,scattered clouds
233,Mbanza-Ngungu,CD,2022-04-07 22:49:38,-5.25,14.8667,70.27,96,98,3.38,overcast clouds
234,Halifax,CA,2022-04-07 22:49:59,44.6453,-63.5724,46.29,63,20,4.61,few clouds
235,Yar-Sale,RU,2022-04-07 22:50:32,66.8333,70.8333,-7.58,99,100,8.19,overcast clouds
236,Necochea,AR,2022-04-07 22:50:32,-38.5473,-58.7368,59.2,81,95,12.5,light rain
237,Lata,PT,2022-04-07 22:50:33,40.1629,-8.3327,57.81,78,100,2.75,overcast clouds
238,Betioky,MG,2022-04-07 22:50:33,-23.7167,44.3833,70.18,89,22,0.78,few clouds
239,Kahului,US,2022-04-07 22:50:34,20.8947,-156.47,84.22,45,40,26.46,scattered clouds
240,San Martin,AR,2022-04-07 22:50:34,-33.081,-68.4681,81.14,34,7,9.48,clear sky
241,Bara,NG,2022-04-07 22:47:30,10.3744,10.7288,86.41,22,30,5.03,scattered clouds
242,Dali,CN,2022-04-07 22:50:35,25.7,100.1833,51.84,84,57,2.62,broken clouds
243,Njombe,TZ,2022-04-07 22:50:35,-9.3333,34.7667,57.09,98,71,1.79,broken clouds
244,Skelleftea,SE,2022-04-07 22:50:36,64.7507,20.9528,23.36,69,100,4.61,overcast clouds
245,Westport,US,2022-04-07 22:45:45,41.1415,-73.3579,51.57,94,100,21.85,mist
246,West Odessa,US,2022-04-07 22:50:36,31.8424,-102.4988,70.05,10,0,3.44,clear sky
247,Montes Altos,BR,2022-04-07 22:50:37,-5.8333,-47.0667,74.62,90,23,3.22,few clouds
248,Vila Velha,BR,2022-04-07 22:50:37,-20.3297,-40.2925,78.75,84,75,8.05,broken clouds
249,Ketchikan,US,2022-04-07 22:50:38,55.3422,-131.6461,46.87,71,75,8.05,broken clouds
250,Kitui,KE,2022-04-07 22:50:38,-1.367,38.0106,65.08,74,96,2.06,overcast clouds
251,Sorland,NO,2022-04-07 22:50:39,67.667,12.6934,36.82,47,12,16.28,few clouds
252,Challans,FR,2022-04-07 22:50:39,46.8436,-1.8749,52.72,98,100,7.94,overcast clouds
253,Nouadhibou,MR,2022-04-07 22:50:40,20.931,-17.0347,64.53,77,0,21.45,clear sky
254,Gondar,ET,2022-04-07 22:50:41,12.6,37.4667,65.01,24,75,6.33,broken clouds
255,Alofi,NU,2022-04-07 22:50:41,-19.0595,-169.9187,84.09,74,75,14.97,broken clouds
256,Gizo,SB,2022-04-07 22:50:42,-8.103,156.8419,83.66,75,89,14.34,overcast clouds
257,Caravelas,BR,2022-04-07 22:50:44,-17.7125,-39.2481,78.04,79,45,6.13,scattered clouds
258,Nelson Bay,AU,2022-04-07 22:50:44,-32.7167,152.15,74.08,73,80,14.23,broken clouds
259,Morden,CA,2022-04-07 22:49:17,49.1919,-98.1014,37.24,75,99,20.71,overcast clouds
260,Tuatapere,NZ,2022-04-07 22:50:45,-46.1333,167.6833,57.49,61,93,15.79,overcast clouds
